inventoryid,store,brand,productname,size,vendorid,vendorname,invoiceno,podate,receivingdate,invoicedate,paydate,unitprice,quantity,totalamount,classification,size_ml
49_GARIGILL_18066,49,18066,Sutter Home Pnt Grigio,187mL,8892,TRINCHERO FAMILY ESTATES,9444,2016-03-21,2016-03-29,2016-04-04,2016-05-11,0.99,48,47.52,2,187.0
1_HARDERSFIELD_3326,1,3326,Jenkins Gin,1.75L,9552,M S WALKER INC,12697,2016-10-20,2016-10-27,2016-11-01,2016-12-05,7.36,6,44.16,1,1750.0
20_BREDWARDINE_24188,20,24188,St Francis Cab Svgn Sonoma,750mL,4692,KOBRAND CORPORATION,8951,2016-02-16,2016-02-24,2016-03-08,2016-04-12,8.55,12,102.6,2,750.0
76_DONCASTER_25290,76,25290,Notre Dame Cousignac CdR 13,750mL,9165,ULTRA BEVERAGE COMPANY LLP,11044,2016-07-03,2016-07-15,2016-07-25,2016-08-22,6.89,23,158.47,2,750.0
71_CLARCTON_3246,71,3246,Bentley's Vodka,1.75L,8004,SAZERAC CO INC,10946,2016-06-27,2016-07-07,2016-07-11,2016-08-13,6.71,3,20.13,1,1750.0
52_GRAYCOTT_33039,52,33039,Beringer Fndrs Est Merlot,1.5L,9819,TREASURY WINE ESTATES,12800,2016-10-27,2016-11-04,2016-11-07,2016-12-12,10.32,6,61.92,2,1500.0
23_ARBINGTON_834,23,834,Bols Brown Creme de Cacao,Liter,6213,MHW LTD,12963,2016-11-07,2016-11-18,2016-11-22,2017-01-03,7.68,1,7.68,1,
69_MOUNTMEND_6565,69,6565,Clos du Bois Cab Svgn N Cst,750mL,1392,CONSTELLATION BRANDS INC,13163,2016-11-22,2016-12-01,2016-12-13,2017-01-08,5.99,44,263.56,2,750.0
30_CULCHETH_4804,30,4804,Rhum Barbancourt RSV Special,750mL,6213,MHW LTD,9608,2016-04-01,2016-04-04,2016-04-11,2016-05-28,12.14,12,145.68,1,750.0
68_SOLARIS_3672,68,3672,Shady Fruit Real Ruby Red Gr,750mL,3960,DIAGEO NORTH AMERICA INC,8310,2016-01-03,2016-01-13,2016-01-19,2016-02-23,8.26,12,99.12,1,750.0
69_MOUNTMEND_8921,69,8921,Sterling Cab Svgn,750mL,1590,DIAGEO CHATEAU ESTATE WINES,10313,2016-05-20,2016-05-26,2016-05-31,2016-06-30,11.45,36,412.2,2,750.0
74_PAENTMARWY_5342,74,5342,Grand Marnier,750mL,8112,MOET HENNESSY USA INC,9810,2016-04-15,2016-04-20,2016-04-29,2016-05-29,19.85,12,238.2,1,750.0
56_BEGGAR'S HOLE_38179,56,38179,Rex Goliath Chard,750mL,1392,CONSTELLATION BRANDS INC,10986,2016-06-30,2016-07-05,2016-07-17,2016-08-27,4.13,12,49.56,2,750.0
40_BULLMAR_11827,40,11827,Cupcake Merlot,750mL,9815,WINE GROUP INC,9045,2016-02-22,2016-03-01,2016-03-13,2016-04-08,4.76,11,52.36,2,750.0
23_ARBINGTON_3594,23,3594,Pinnacle Tropical Punch,50mL,12546,JIM BEAM BRANDS COMPANY,12523,2016-10-09,2016-10-20,2016-10-30,2016-12-06,0.77,119,91.63,1,50.0
30_CULCHETH_2017,30,2017,Redbreast Irish Whiskey,750mL,17035,PERNOD RICARD USA,10672,2016-06-14,2016-06-20,2016-06-27,2016-08-10,44.77,3,134.31,1,750.0
34_PITMERDEN_17914,34,17914,Thorny Rose Red,750mL,1392,CONSTELLATION BRANDS INC,11246,2016-07-18,2016-07-28,2016-08-08,2016-09-09,6.2,12,74.4,2,750.0
50_MOUNTMEND_14410,50,14410,Liberty Crk Vyd Pnt Grigio,1.5L,3252,E & J GALLO WINERY,13321,2016-12-02,2016-12-08,2016-12-19,2017-01-27,5.26,12,63.12,2,1500.0
19_WINTERVALE_5708,19,5708,Dr McGillicuddy's Root Beer,50mL,8004,SAZERAC CO INC,8732,2016-02-01,2016-02-11,2016-02-17,2016-03-20,0.38,59,22.42,1,50.0
2_ASHBORNE_7977,2,7977,M & R X Dry Vermouth,1.5L,480,BACARDI USA INC,11606,2016-08-11,2016-08-18,2016-08-28,2016-10-01,7.49,5,37.45,1,1500.0
79_BALLYMENA_2890,79,2890,Four Roses Bourbon,750mL,9552,M S WALKER INC,9119,2016-02-28,2016-03-09,2016-03-16,2016-04-21,21.25,6,127.5,1,750.0
7_STANMORE_3243,7,3243,Burnetts Vodka,1.75L,3924,HEAVEN HILL DISTILLERIES,10006,2016-04-29,2016-05-03,2016-05-13,2016-06-12,8.26,9,74.34,1,1750.0
69_MOUNTMEND_24798,69,24798,The Pinot Project Pnt Nr,750mL,10754,PERFECTA WINES,12069,2016-09-12,2016-09-19,2016-09-26,2016-10-29,8.38,2,16.76,2,750.0
22_SHARNWICK_5801,22,5801,Dr McGillicuddy's Peppermint,50mL,8004,SAZERAC CO INC,11827,2016-08-26,2016-09-01,2016-09-12,2016-10-15,0.73,120,87.6,1,50.0
9_BLACKPOOL_1189,9,1189,Mad River 3 Pack Revolution,200mL 3 Pk,9552,M S WALKER INC,12697,2016-10-20,2016-10-26,2016-11-01,2016-12-05,39.36,10,393.6,1,
9_BLACKPOOL_3625,9,3625,Absolut 80 Proof,750mL,17035,PERNOD RICARD USA,9811,2016-04-15,2016-04-18,2016-05-01,2016-05-28,12.59,12,151.08,1,750.0
70_KELD_26456,70,26456,Ravenswood Vntnrs Blnd Chard,750mL,1392,CONSTELLATION BRANDS INC,12077,2016-09-13,2016-09-20,2016-10-01,2016-10-27,4.5,24,108.0,2,750.0
31_HORNSEY_14439,31,14439,Barefoot Sweet Red,750mL,3252,E & J GALLO WINERY,9169,2016-03-02,2016-03-10,2016-03-18,2016-04-26,3.42,12,41.04,2,750.0
66_EANVERNESS_3876,66,3876,Smirnoff 80 Proof,1.75L,3960,DIAGEO NORTH AMERICA INC,12585,2016-10-13,2016-10-17,2016-10-31,2016-11-29,13.95,4,55.8,1,1750.0
66_EANVERNESS_19566,66,19566,Contratto 08 Milesimato Brut,750mL,9552,M S WALKER INC,8865,2016-02-10,2016-02-15,2016-02-26,2016-04-01,14.14,14,197.96,2,750.0
11_CARDEND_178,11,178,Wild Turkey Russell's RSV,750mL,11567,CAMPARI AMERICA,12621,2016-10-16,2016-10-28,2016-11-03,2016-12-07,20.76,5,103.8,1,750.0
37_PAETHSMOUTH_5337,37,5337,Drambuie,750mL,3664,WILLIAM GRANT & SONS INC,12439,2016-10-02,2016-10-10,2016-10-20,2016-11-23,20.6,12,247.2,1,750.0
23_ARBINGTON_3227,23,3227,Taaka Gin,1.75L,8004,SAZERAC CO INC,9312,2016-03-11,2016-03-17,2016-03-29,2016-04-28,6.86,6,41.16,1,1750.0
45_VERITAS_6349,45,6349,Glen Ellen Chard RSV,1.5L,9815,WINE GROUP INC,8285,2015-12-31,2016-01-06,2016-01-18,2016-02-23,4.63,4,18.52,2,1500.0
15_WANBORNE_35103,15,35103,Ruffino Chianti Superiore,750mL,1392,CONSTELLATION BRANDS INC,12182,2016-09-20,2016-09-28,2016-10-09,2016-11-18,6.7,12,80.4,2,750.0
44_PORTHCRAWL_40098,44,40098,Black Box Merlot Cal,3L,1392,CONSTELLATION BRANDS INC,10448,2016-05-30,2016-06-09,2016-06-13,2016-07-27,10.38,4,41.52,2,3000.0
50_MOUNTMEND_33960,50,33960,Allegrini Valpolicella Clsc,750mL,3252,E & J GALLO WINERY,11528,2016-08-07,2016-08-17,2016-08-26,2016-10-09,9.8,24,235.2,2,750.0
7_STANMORE_3696,7,3696,Gilbeys Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY,11705,2016-08-18,2016-08-26,2016-09-04,2016-10-16,7.6,5,38.0,1,1750.0
72_HARDERSFIELD_6420,72,6420,R M Woodbridge Chard Cal,750mL,1392,CONSTELLATION BRANDS INC,13486,2016-12-13,2016-12-23,2016-12-28,2017-02-12,3.18,11,34.98,2,750.0
74_PAENTMARWY_11488,74,11488,C K Mondavi Cab Svgn,1.5L,2000,SOUTHERN WINE & SPIRITS NE,9993,2016-04-28,2016-05-04,2016-05-09,2016-06-25,7.53,6,45.18,2,1500.0
13_TARMSWORTH_4262,13,4262,Capt Morgan Spiced Rum,750mL,3960,DIAGEO NORTH AMERICA INC,10468,2016-05-31,2016-06-08,2016-06-15,2016-07-24,11.19,21,234.99,1,750.0
9_BLACKPOOL_14551,9,14551,Cava Mistinguett Brut,750mL,10754,PERFECTA WINES,8628,2016-01-25,2016-02-01,2016-02-16,2016-03-16,5.29,9,47.61,2,750.0
52_GRAYCOTT_2531,52,2531,WhistlePig 10 Yr Old Rye,750mL,10754,PERFECTA WINES,11597,2016-08-10,2016-08-19,2016-08-24,2016-09-27,46.37,6,278.22,1,750.0
49_GARIGILL_3510,49,3510,Smirnoff Light Lemon Sorbet,750mL,3960,DIAGEO NORTH AMERICA INC,8575,2016-01-21,2016-01-26,2016-02-03,2016-03-06,8.65,12,103.8,1,750.0
2_ASHBORNE_2586,2,2586,Jameson Irish Whiskey,50mL,17035,PERNOD RICARD USA,10672,2016-06-14,2016-06-23,2016-06-27,2016-08-10,2.21,12,26.52,1,50.0
27_MOUNTMEND_8068,27,8068,Absolut 80 Proof,1.75L,17035,PERNOD RICARD USA,10606,2016-06-09,2016-06-14,2016-06-24,2016-07-31,18.24,54,984.96,1,1750.0
39_EASTHALLOW_3253,39,3253,Gilbeys London Dry,1.75L,12546,JIM BEAM BRANDS COMPANY,13421,2016-12-08,2016-12-12,2016-12-24,2017-01-21,9.08,6,54.48,1,1750.0
61_AETHELNEY_6937,61,6937,Cavit Pinot Grigio,1.5L,6785,PALM BAY INTERNATIONAL INC,13073,2016-11-15,2016-11-21,2016-12-01,2017-01-02,6.75,3,20.25,2,1500.0
1_HARDERSFIELD_11152,1,11152,Stemmari Pt Nr,750mL,9165,ULTRA BEVERAGE COMPANY LLP,8371,2016-01-06,2016-01-14,2016-01-19,2016-02-24,5.26,12,63.12,2,750.0
44_PORTHCRAWL_5694,44,5694,Ice Box Mudslide,1.75L,8004,SAZERAC CO INC,11982,2016-09-06,2016-09-12,2016-09-23,2016-10-26,7.74,6,46.44,1,1750.0
76_DONCASTER_19224,76,19224,Miraval Cotes de Prvnce Rose,750mL,1587,VINEYARD BRANDS INC,11562,2016-08-08,2016-08-18,2016-08-30,2016-09-26,12.74,22,280.28,2,750.0
38_GOULCREST_3660,38,3660,Deep Eddy Ruby Red Vodka,1.75L,3924,HEAVEN HILL DISTILLERIES,11349,2016-07-25,2016-08-04,2016-08-16,2016-09-11,21.05,1,21.05,1,1750.0
31_HORNSEY_5111,31,5111,Dr McGillicuddy's Mentholmnt,50mL,8004,SAZERAC CO INC,9859,2016-04-19,2016-04-28,2016-05-05,2016-06-08,0.72,114,82.08,1,50.0
10_HORNSEY_5111,10,5111,Dr McGillicuddy's Mentholmnt,50mL,8004,SAZERAC CO INC,12763,2016-10-25,2016-11-03,2016-11-15,2016-12-17,0.72,98,70.56,1,50.0
73_DONCASTER_3246,73,3246,Bentley's Vodka,1.75L,8004,SAZERAC CO INC,12547,2016-10-10,2016-10-20,2016-10-24,2016-12-11,6.71,15,100.65,1,1750.0
34_PITMERDEN_3220,34,3220,Svedka Clementine Vodka,1.75L,1392,CONSTELLATION BRANDS INC,11526,2016-08-07,2016-08-15,2016-08-26,2016-09-24,14.72,6,88.32,1,1750.0
68_SOLARIS_3656,68,3656,Stolichnaya Vanil,1.75L,8664,"STOLI GROUP,(USA) LLC",12944,2016-11-06,2016-11-16,2016-11-21,2017-01-05,19.99,4,79.96,1,1750.0
23_ARBINGTON_2035,23,2035,Glen Moray Classic Scotch,750mL,7153,PINE STATE TRADING CO,9591,2016-03-31,2016-04-07,2016-04-18,2016-05-29,14.28,6,85.68,1,750.0
77_TAMWORTH_5111,77,5111,Dr McGillicuddy's Mentholmnt,50mL,8004,SAZERAC CO INC,12246,2016-09-23,2016-09-27,2016-10-05,2016-11-15,0.72,117,84.24,1,50.0
2_ASHBORNE_4066,2,4066,Bacardi Oakheart Spiced Rum,1.75L,480,BACARDI USA INC,11491,2016-08-04,2016-08-08,2016-08-17,2016-09-20,12.85,6,77.1,1,1750.0
66_EANVERNESS_1373,66,1373,Jim Beam Honey,750mL,12546,JIM BEAM BRANDS COMPANY,11416,2016-07-29,2016-08-03,2016-08-16,2016-09-10,10.36,11,113.96,1,750.0
75_BARNCOMBE_6854,75,6854,Carlo Rossi Burgundy Calif,4L,3252,E & J GALLO WINERY,9169,2016-03-02,2016-03-12,2016-03-18,2016-04-26,9.86,5,49.3,2,4000.0
31_HORNSEY_15355,31,15355,Decoy Duckhorn Chard Sonoma,750mL,4425,MARTIGNETTI COMPANIES,13652,2016-12-23,2016-12-30,2017-01-09,2017-02-18,9.12,12,109.44,2,750.0
11_CARDEND_2114,11,2114,Black Velvet Canadian Whisky,1.75L,1392,CONSTELLATION BRANDS INC,9623,2016-04-03,2016-04-15,2016-04-23,2016-05-24,9.41,13,122.33,1,1750.0
10_HORNSEY_2646,10,2646,Chivas Regal,1.75L,17035,PERNOD RICARD USA,10248,2016-05-16,2016-05-25,2016-06-06,2016-07-02,43.3,24,1039.2,1,1750.0
23_ARBINGTON_19260,23,19260,The Beach House Pinot Grigio,750mL,653,STATE WINE & SPIRITS,9703,2016-04-07,2016-04-12,2016-04-20,2016-05-31,6.45,12,77.4,2,750.0
14_BROMWICH_2079,14,2079,Jack Daniels Sngl Barrel Rye,750mL,1128,BROWN-FORMAN CORP,10480,2016-06-01,2016-06-06,2016-06-18,2016-07-28,39.99,6,239.94,1,750.0
12_LEESIDE_3237,12,3237,Firefly Sweet Tea Vodka,1.75L,8004,SAZERAC CO INC,11320,2016-07-22,2016-07-28,2016-08-03,2016-09-03,18.17,6,109.02,1,1750.0
49_GARIGILL_30735,49,30735,Sonoma-Cutrer Cutrer V Chard,750mL,1128,BROWN-FORMAN CORP,13224,2016-11-25,2016-11-29,2016-12-08,2017-01-15,19.07,6,114.42,2,750.0
54_GUTHRAM_38370,54,38370,Oyster Bay Svgn Bl Marlboro,750mL,4425,MARTIGNETTI COMPANIES,12730,2016-10-23,2016-11-01,2016-11-11,2016-12-18,6.59,12,79.08,2,750.0
2_ASHBORNE_6264,2,6264,Cooks Extra Dry,750mL,1392,CONSTELLATION BRANDS INC,12953,2016-11-07,2016-11-17,2016-11-21,2016-12-22,4.79,12,57.48,2,750.0
68_SOLARIS_8288,68,8288,Korbel Brut,750mL,1128,BROWN-FORMAN CORP,13068,2016-11-15,2016-11-23,2016-12-01,2017-01-12,7.94,14,111.16,2,750.0
22_SHARNWICK_42099,22,42099,Bota Box Pnt Grigio Cal,3L,2242,DELICATO VINEYARDS INC,12415,2016-10-02,2016-10-10,2016-10-24,2016-11-30,11.4,3,34.2,2,3000.0
2_ASHBORNE_3456,2,3456,Tanqueray Sterling Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC,11300,2016-07-21,2016-07-30,2016-08-03,2016-09-14,13.27,35,464.45,1,1750.0
57_LANTEGLOS_15428,57,15428,Ruffino Prosecco Sparkling,750mL,1392,CONSTELLATION BRANDS INC,11327,2016-07-24,2016-08-04,2016-08-09,2016-09-17,7.94,12,95.28,2,750.0
39_EASTHALLOW_25992,39,25992,Murphy-Goode Cab Svgn Cal,750mL,9552,M S WALKER INC,9877,2016-04-20,2016-04-28,2016-05-10,2016-06-07,7.43,12,89.16,2,750.0
9_BLACKPOOL_8189,9,8189,Camarena Silver Tequila,1.75L,3252,E & J GALLO WINERY,9644,2016-04-04,2016-04-13,2016-04-23,2016-05-31,25.59,6,153.54,1,1750.0
10_HORNSEY_3352,10,3352,Ciroc Coconut Vodka,750mL,3960,DIAGEO NORTH AMERICA INC,11907,2016-09-01,2016-09-06,2016-09-13,2016-10-19,18.79,11,206.69,1,750.0
52_GRAYCOTT_21019,52,21019,Black Box Pnt Nr,3L,1392,CONSTELLATION BRANDS INC,12655,2016-10-18,2016-10-28,2016-11-03,2016-12-13,10.66,5,53.3,2,3000.0
21_BALERNO_16484,21,16484,Layer Cake Centrl Cst Pnt Nr,750mL,4425,MARTIGNETTI COMPANIES,10720,2016-06-17,2016-06-23,2016-07-01,2016-07-30,10.52,12,126.24,2,750.0
72_HARDERSFIELD_43809,72,43809,R M Woodbridge Pnt Nr,1.5L,1392,CONSTELLATION BRANDS INC,13163,2016-11-22,2016-11-28,2016-12-13,2017-01-08,5.84,3,17.52,2,1500.0
59_CLAETHORPES_6649,59,6649,Wente Morning Fog Chard,750mL,2000,SOUTHERN WINE & SPIRITS NE,9078,2016-02-24,2016-02-29,2016-03-07,2016-04-24,7.87,12,94.44,2,750.0
69_MOUNTMEND_4345,69,4345,Capt Morgan Tattoo Rum,750mL,3960,DIAGEO NORTH AMERICA INC,10700,2016-06-16,2016-06-22,2016-06-29,2016-08-09,15.62,12,187.44,1,750.0
7_STANMORE_3684,7,3684,Fleischmanns Royal Vodka,1.75L,660,SAZERAC NORTH AMERICA INC.,8665,2016-01-27,2016-02-02,2016-02-11,2016-03-13,7.68,10,76.8,1,1750.0
68_SOLARIS_3840,68,3840,Smirnoff Raspberry Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC,10936,2016-06-27,2016-07-08,2016-07-16,2016-08-13,14.39,5,71.95,1,1750.0
41_LARNWICK_5891,41,5891,Ryans Irish Cream,1.75L,8004,SAZERAC CO INC,10442,2016-05-29,2016-06-08,2016-06-20,2016-07-26,11.84,21,248.64,1,1750.0
76_DONCASTER_24579,76,24579,Mt Beautiful Svgn Bl,750mL,10754,PERFECTA WINES,11707,2016-08-18,2016-08-26,2016-08-29,2016-10-15,10.27,11,112.97,2,750.0
38_GOULCREST_4478,38,4478,Myers Original Dark Rum,750mL,3960,DIAGEO NORTH AMERICA INC,10126,2016-05-09,2016-05-18,2016-05-31,2016-07-04,13.53,11,148.83,1,750.0
38_GOULCREST_19848,38,19848,Carnivor Cab Svgn,750mL,3252,E & J GALLO WINERY,10396,2016-05-26,2016-05-31,2016-06-10,2016-07-10,5.33,8,42.64,2,750.0
8_ALNERWICK_3769,8,3769,Jenkins Vodka,1.75L,9552,M S WALKER INC,12560,2016-10-11,2016-10-20,2016-10-25,2016-12-07,7.02,11,77.22,1,1750.0
42_BLACK HOLLOW_3329,42,3329,Seagrams Extra Smooth Vodka,1.75L,9165,ULTRA BEVERAGE COMPANY LLP,11442,2016-07-31,2016-08-14,2016-08-22,2016-10-02,10.84,3,32.52,1,1750.0
71_CLARCTON_4478,71,4478,Myers Original Dark Rum,750mL,3960,DIAGEO NORTH AMERICA INC,12841,2016-10-31,2016-11-10,2016-11-14,2016-12-27,13.53,12,162.36,1,750.0
73_DONCASTER_1798,73,1798,Talisker Distillers Edition,750mL,3960,DIAGEO NORTH AMERICA INC,9904,2016-04-22,2016-04-29,2016-05-07,2016-06-14,51.09,6,306.54,1,750.0
66_EANVERNESS_3668,66,3668,Belvedere Polish Vodka,1.75L,8112,MOET HENNESSY USA INC,8348,2016-01-05,2016-01-12,2016-01-21,2016-03-01,34.12,4,136.48,1,1750.0
67_EANVERNESS_3278,67,3278,Gordons London Dry,750mL,3960,DIAGEO NORTH AMERICA INC,13320,2016-12-02,2016-12-09,2016-12-19,2017-01-13,5.79,12,69.48,1,750.0
53_HILLFAR_45822,53,45822,Masciarelli Montepulciano,750mL,10754,PERFECTA WINES,11451,2016-08-01,2016-08-12,2016-08-18,2016-09-19,5.37,12,64.44,2,750.0
64_CESTERFIELD_184,64,184,Hornitos Plata VAP,750mL,12546,JIM BEAM BRANDS COMPANY,9907,2016-04-22,2016-04-25,2016-05-04,2016-06-17,13.04,6,78.24,1,750.0
12_LEESIDE_3422,12,3422,Beefeater,750mL,17035,PERNOD RICARD USA,10885,2016-06-25,2016-07-01,2016-07-08,2016-08-11,15.99,12,191.88,1,750.0
33_HORNSEY_8506,33,8506,Myers Original Dark Rum,1.75L,3960,DIAGEO NORTH AMERICA INC,10851,2016-06-25,2016-07-01,2016-07-12,2016-08-16,21.42,4,85.68,1,1750.0
41_LARNWICK_7977,41,7977,M & R X Dry Vermouth,1.5L,480,BACARDI USA INC,8548,2016-01-20,2016-01-26,2016-02-02,2016-03-19,7.49,5,37.45,1,1500.0
21_BALERNO_41159,21,41159,Phillips Earthquake Ld Znfdl,750mL,4425,MARTIGNETTI COMPANIES,11928,2016-09-02,2016-09-08,2016-09-14,2016-10-24,16.1,36,579.6,2,750.0
42_BLACK HOLLOW_1232,42,1232,Jack Daniels No 7 Black,750mL,1128,BROWN-FORMAN CORP,12393,2016-09-30,2016-10-05,2016-10-12,2016-11-18,15.93,24,382.32,1,750.0
32_MOUNTMEND_46381,32,46381,Ghost Pines Merlot L Martini,750mL,3252,E & J GALLO WINERY,8999,2016-02-19,2016-02-22,2016-02-29,2016-04-10,9.14,12,109.68,2,750.0
79_BALLYMENA_27474,79,27474,BiancaVigna Prosecco Brut,750mL,9552,M S WALKER INC,12756,2016-10-25,2016-10-31,2016-11-07,2016-12-25,9.86,12,118.32,2,750.0
73_DONCASTER_1180,73,1180,Evan Williams Black Label B,1.75L,3924,HEAVEN HILL DISTILLERIES,8985,2016-02-18,2016-02-22,2016-03-08,2016-04-05,13.07,11,143.77,1,1750.0
79_BALLYMENA_5694,79,5694,Ice Box Mudslide,1.75L,8004,SAZERAC CO INC,12246,2016-09-23,2016-09-30,2016-10-05,2016-11-15,7.74,6,46.44,1,1750.0
69_MOUNTMEND_6595,69,6595,Bogle Merlot,750mL,4425,MARTIGNETTI COMPANIES,11053,2016-07-04,2016-07-14,2016-07-25,2016-08-22,4.48,12,53.76,2,750.0
76_DONCASTER_36558,76,36558,Cruz Garcia Real Sangria Re,1.5L,8320,SHAW ROSS INT L IMP LTD,11501,2016-08-04,2016-08-12,2016-08-23,2016-09-26,6.66,4,26.64,2,1500.0
53_HILLFAR_3594,53,3594,Pinnacle Tropical Punch,50mL,12546,JIM BEAM BRANDS COMPANY,11755,2016-08-22,2016-08-29,2016-09-10,2016-10-13,0.77,117,90.09,1,50.0
66_EANVERNESS_46424,66,46424,Hob Nob Pnt Nr VDP D'Oc,750mL,4425,MARTIGNETTI COMPANIES,13652,2016-12-23,2016-12-28,2017-01-09,2017-02-18,6.62,11,72.82,2,750.0
41_LARNWICK_3521,41,3521,Effen Vodka,750mL,12546,JIM BEAM BRANDS COMPANY,13152,2016-11-21,2016-12-02,2016-12-11,2017-01-08,18.65,6,111.9,1,750.0
8_ALNERWICK_36770,8,36770,Yellow Tail Cab Svgn Ausl,1.5L,4425,MARTIGNETTI COMPANIES,13091,2016-11-16,2016-11-25,2016-12-05,2017-01-11,6.13,4,24.52,2,1500.0
36_LEWES_4945,36,4945,Jacquin Ginger Brandy,750mL,4380,CHARLES JACQUIN ET CIE INC,8621,2016-01-25,2016-02-04,2016-02-12,2016-03-16,7.47,11,82.17,1,750.0
72_HARDERSFIELD_3512,72,3512,Pinnacle Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY,12523,2016-10-09,2016-10-21,2016-10-30,2016-12-06,11.76,5,58.8,1,1750.0
51_ABERDEEN_40337,51,40337,Da Vinci Chianti Tuscany,750mL,3252,E & J GALLO WINERY,9035,2016-02-22,2016-03-04,2016-03-07,2016-04-15,6.57,9,59.13,2,750.0
61_AETHELNEY_3512,61,3512,Pinnacle Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY,10007,2016-04-29,2016-05-06,2016-05-12,2016-06-22,11.76,10,117.6,1,1750.0
11_CARDEND_1982,11,1982,Herradura Silver Tequila,375mL,1128,BROWN-FORMAN CORP,12192,2016-09-21,2016-09-29,2016-10-10,2016-11-11,15.82,12,189.84,1,375.0
20_BREDWARDINE_38899,20,38899,L Martini Cab Svgn Sonoma,750mL,3252,E & J GALLO WINERY,13187,2016-11-23,2016-11-30,2016-12-13,2017-01-19,7.28,36,262.08,2,750.0
15_WANBORNE_46447,15,46447,Gascon Malbec Mendoza,750mL,3252,E & J GALLO WINERY,8879,2016-02-11,2016-02-18,2016-02-25,2016-04-06,6.12,23,140.76,2,750.0
61_AETHELNEY_5502,61,5502,RumChata Liqueur,50mL,6213,MHW LTD,8802,2016-02-05,2016-02-08,2016-02-16,2016-03-21,0.77,117,90.09,1,50.0
62_KILMARNOCK_3728,62,3728,Absolut Citron,1.75L,17035,PERNOD RICARD USA,11103,2016-07-07,2016-07-13,2016-07-22,2016-08-27,18.93,5,94.65,1,1750.0
60_IRRAGIN_4218,60,4218,Sailor Jerry Spiced Navy Rum,750mL,3664,WILLIAM GRANT & SONS INC,10375,2016-05-24,2016-05-30,2016-06-14,2016-07-24,12.31,23,283.13,1,750.0
33_HORNSEY_8288,33,8288,Korbel Brut,750mL,1128,BROWN-FORMAN CORP,10035,2016-05-02,2016-05-12,2016-05-22,2016-07-03,7.94,15,119.1,2,750.0
75_BARNCOMBE_2834,75,2834,Old Smuggler P E T,1.75L,8320,SHAW ROSS INT L IMP LTD,9556,2016-03-29,2016-04-07,2016-04-19,2016-05-13,12.3,6,73.8,1,1750.0
10_HORNSEY_39335,10,39335,Phillips Seven Deadly Znfdl,750mL,4425,MARTIGNETTI COMPANIES,8917,2016-02-14,2016-02-25,2016-02-29,2016-04-15,8.75,11,96.25,2,750.0
34_PITMERDEN_8513,34,8513,Baileys Irish Cream Mini's 4,100mL 4 Pk,3960,DIAGEO NORTH AMERICA INC,13487,2016-12-13,2016-12-22,2016-12-29,2017-02-06,6.56,313,2053.28,1,
14_BROMWICH_3246,14,3246,Bentley's Vodka,1.75L,8004,SAZERAC CO INC,8937,2016-02-15,2016-02-24,2016-03-03,2016-04-05,6.71,14,93.94,1,1750.0
55_DRY GULCH_4662,55,4662,Capt Morgan White PET,1.75L,3960,DIAGEO NORTH AMERICA INC,10936,2016-06-27,2016-07-06,2016-07-16,2016-08-13,15.38,6,92.28,1,1750.0
73_DONCASTER_8838,73,8838,Ch Ste Michelle Cab Svgn Col,750mL,8673,STE MICHELLE WINE ESTATES,10340,2016-05-22,2016-06-03,2016-06-13,2016-07-10,7.71,58,447.18,2,750.0
1_HARDERSFIELD_18449,1,18449,R Mondavi Heritage Red,750mL,1392,CONSTELLATION BRANDS INC,8419,2016-01-11,2016-01-22,2016-01-30,2016-03-01,4.53,24,108.72,2,750.0
33_HORNSEY_8323,33,8323,Jose Cuervo Gold w/Marg Mix,750mL,7245,PROXIMO SPIRITS INC.,8396,2016-01-08,2016-01-12,2016-01-22,2016-03-04,11.9,5,59.5,1,750.0
67_EANVERNESS_22019,67,22019,Mumm Napa Brut Rose,750mL,17035,PERNOD RICARD USA,10248,2016-05-16,2016-05-24,2016-06-06,2016-07-02,9.73,12,116.76,2,750.0
67_EANVERNESS_45848,67,45848,Kendall Jackson Summation Re,750mL,10000,MAJESTIC FINE WINES,10058,2016-05-03,2016-05-12,2016-05-20,2016-07-02,6.63,12,79.56,2,750.0
14_BROMWICH_18642,14,18642,Yellow Tail Pink Moscato,1.5L,4425,MARTIGNETTI COMPANIES,11693,2016-08-17,2016-08-24,2016-08-31,2016-10-15,5.81,6,34.86,2,1500.0
57_LANTEGLOS_3364,57,3364,Absolut Ruby Red,1.75L,17035,PERNOD RICARD USA,8805,2016-02-05,2016-02-11,2016-02-17,2016-03-22,17.85,6,107.1,1,1750.0
58_HARTLEPOOL_4268,58,4268,Capt Morgan Private Stock,750mL,3960,DIAGEO NORTH AMERICA INC,10936,2016-06-27,2016-07-07,2016-07-16,2016-08-13,18.25,12,219.0,1,750.0
6_GOULCREST_18641,6,18641,Yellow Tail Big Bold Red,1.5L,4425,MARTIGNETTI COMPANIES,9104,2016-02-26,2016-03-04,2016-03-13,2016-04-13,6.01,5,30.05,2,1500.0
