inventoryid,store,city,brand,description,size,onhand,price,startdate
1_HARDERSFIELD_3882,1,HARDERSFIELD,3882,Smirnoff Strawberry Vodka,750mL,20,12.99,2016-01-01
1_HARDERSFIELD_3883,1,HARDERSFIELD,3883,Hornitos Lime Shot Tequila,750mL,11,21.99,2016-01-01
1_HARDERSFIELD_3884,1,HARDERSFIELD,3884,Bracero Blanco Tequila,750mL,8,37.99,2016-01-01
1_HARDERSFIELD_3887,1,HARDERSFIELD,3887,Wolfschmidt Vodka 80 Proof,1.75L,7,10.99,2016-01-01
1_HARDERSFIELD_3889,1,HARDERSFIELD,3889,Wolfschmidt Vodka Plastic,750mL,20,4.99,2016-01-01
1_HARDERSFIELD_3890,1,HARDERSFIELD,3890,Absolut Peppar,750mL,7,17.99,2016-01-01
1_HARDERSFIELD_3893,1,HARDERSFIELD,3893,Zhenka 80 Proof,1.75L,5,9.99,2016-01-01
1_HARDERSFIELD_3894,1,HARDERSFIELD,3894,Zhenka Vodka 100 Proof,1.75L,6,11.99,2016-01-01
1_HARDERSFIELD_3896,1,HARDERSFIELD,3896,Zhenka Vodka,375mL,28,3.29,2016-01-01
1_HARDERSFIELD_3899,1,HARDERSFIELD,3899,Platinum 7X Distilled Vodka,375mL,40,3.99,2016-01-01
1_HARDERSFIELD_3900,1,HARDERSFIELD,3900,Bracero Reposado Tequila,750mL,8,41.99,2016-01-01
1_HARDERSFIELD_3910,1,HARDERSFIELD,3910,Hornitos Plata Tequila,375mL,28,12.99,2016-01-01
1_HARDERSFIELD_3913,1,HARDERSFIELD,3913,Svedka Vodka,1.75L,93,17.99,2016-01-01
1_HARDERSFIELD_3915,1,HARDERSFIELD,3915,Sauza Silver Tequila,750mL,4,12.99,2016-01-01
1_HARDERSFIELD_3918,1,HARDERSFIELD,3918,Cabo Wabo Anejo Tequila,750mL,10,42.99,2016-01-01
1_HARDERSFIELD_3919,1,HARDERSFIELD,3919,Hornitos Reposado Tequila,375mL,25,12.99,2016-01-01
1_HARDERSFIELD_3921,1,HARDERSFIELD,3921,Espolon Reposado Tequila,750mL,5,23.99,2016-01-01
1_HARDERSFIELD_3923,1,HARDERSFIELD,3923,Don Julio 1942 Anejo Tequila,750mL,7,133.99,2016-01-01
1_HARDERSFIELD_3924,1,HARDERSFIELD,3924,Espolon Blanco Tequila,750mL,1,23.99,2016-01-01
1_HARDERSFIELD_3925,1,HARDERSFIELD,3925,Don Julio Reposado Tequila,750mL,12,49.99,2016-01-01
1_HARDERSFIELD_3928,1,HARDERSFIELD,3928,Barcraft Watermelon Fresca V,750mL,14,11.99,2016-01-01
1_HARDERSFIELD_3929,1,HARDERSFIELD,3929,Los Amantes Mezcal,750mL,6,42.99,2016-01-01
1_HARDERSFIELD_3930,1,HARDERSFIELD,3930,Deep Eddy Vodka,750mL,12,18.99,2016-01-01
1_HARDERSFIELD_3938,1,HARDERSFIELD,3938,Stolichnaya,750mL,12,16.99,2016-01-01
1_HARDERSFIELD_3939,1,HARDERSFIELD,3939,Boggy Meadow Switchel Vodka,750mL,13,29.99,2016-01-01
1_HARDERSFIELD_3940,1,HARDERSFIELD,3940,Pearl Cucumber Vodka,750mL,12,7.99,2016-01-01
1_HARDERSFIELD_3941,1,HARDERSFIELD,3941,Tres Generaciones Reposado,750mL,4,36.99,2016-01-01
1_HARDERSFIELD_3943,1,HARDERSFIELD,3943,Skyy Barcraft White Sangria,750mL,11,11.99,2016-01-01
1_HARDERSFIELD_3945,1,HARDERSFIELD,3945,Sauza Conmemorativo,750mL,11,17.99,2016-01-01
1_HARDERSFIELD_3947,1,HARDERSFIELD,3947,Herradura Anejo Tequila,750mL,3,45.99,2016-01-01
1_HARDERSFIELD_3951,1,HARDERSFIELD,3951,Hornitos Reposado Tequila,50mL,60,2.49,2016-01-01
1_HARDERSFIELD_3952,1,HARDERSFIELD,3952,Belvedere Mango Passion,750mL,7,22.99,2016-01-01
1_HARDERSFIELD_3959,1,HARDERSFIELD,3959,Hornitos Black Barrel,750mL,2,26.99,2016-01-01
1_HARDERSFIELD_3960,1,HARDERSFIELD,3960,Tortilla Gold Tequila Liquer,1.75L,21,11.99,2016-01-01
1_HARDERSFIELD_3961,1,HARDERSFIELD,3961,Grey Goose La Poire Vodka,750mL,12,23.99,2016-01-01
1_HARDERSFIELD_3967,1,HARDERSFIELD,3967,Deep Eddy Ruby Red,750mL,12,18.99,2016-01-01
1_HARDERSFIELD_3969,1,HARDERSFIELD,3969,Jose Cuervo Tradicional,750mL,11,19.99,2016-01-01
1_HARDERSFIELD_3970,1,HARDERSFIELD,3970,El Toro Gold,750mL,6,9.29,2016-01-01
1_HARDERSFIELD_3978,1,HARDERSFIELD,3978,Square One Bergamot Organic,750mL,11,25.99,2016-01-01
1_HARDERSFIELD_3980,1,HARDERSFIELD,3980,Hornitos Reposado Tequila,1.75L,10,39.99,2016-01-01
1_HARDERSFIELD_3982,1,HARDERSFIELD,3982,Hornitos Reposado Tequila,750mL,4,19.99,2016-01-01
1_HARDERSFIELD_3984,1,HARDERSFIELD,3984,Sauza Tres Generacions Anejo,750mL,5,41.99,2016-01-01
1_HARDERSFIELD_3987,1,HARDERSFIELD,3987,Smirnoff Peppermint Twist,750mL,5,10.99,2016-01-01
1_HARDERSFIELD_3989,1,HARDERSFIELD,3989,Deep Eddy Lemon Vodka,750mL,21,18.99,2016-01-01
1_HARDERSFIELD_3997,1,HARDERSFIELD,3997,Hornitos Plata Tequila,750mL,66,19.99,2016-01-01
1_HARDERSFIELD_3998,1,HARDERSFIELD,3998,Monte Alban Mezcal,750mL,9,19.99,2016-01-01
1_HARDERSFIELD_3999,1,HARDERSFIELD,3999,Hornitos Anejo Tequila,750mL,12,21.99,2016-01-01
1_HARDERSFIELD_4010,1,HARDERSFIELD,4010,Armorik Single Malt Whiskey,750mL,7,59.99,2016-01-01
1_HARDERSFIELD_4018,1,HARDERSFIELD,4018,Papa's Pilar Dark Rum,750mL,5,35.99,2016-01-01
1_HARDERSFIELD_4025,1,HARDERSFIELD,4025,Bacardi Oakheart Spiced Rum,50mL,106,1.79,2016-01-01
1_HARDERSFIELD_4034,1,HARDERSFIELD,4034,Pura Vida Silver Tequila,750mL,4,35.99,2016-01-01
1_HARDERSFIELD_4040,1,HARDERSFIELD,4040,Clement Select Barrel Rhum,750mL,9,25.99,2016-01-01
1_HARDERSFIELD_4042,1,HARDERSFIELD,4042,Bacardi Dragon Berry,50mL,0,0.99,2016-01-01
1_HARDERSFIELD_4044,1,HARDERSFIELD,4044,Calico Jack Mango Rum,1.75L,9,12.99,2016-01-01
1_HARDERSFIELD_4050,1,HARDERSFIELD,4050,Bacardi Oakheart Spiced Rum,750mL,0,10.99,2016-01-01
1_HARDERSFIELD_4054,1,HARDERSFIELD,4054,Patron XO Cafe Liqueur,375mL,28,12.99,2016-01-01
1_HARDERSFIELD_4060,1,HARDERSFIELD,4060,Sauza Cucumber Chili Tequila,750mL,7,14.99,2016-01-01
1_HARDERSFIELD_4062,1,HARDERSFIELD,4062,Goslings Dark'N Stormy RTD,250mL 4 Pk,8,8.99,2016-01-01
1_HARDERSFIELD_4064,1,HARDERSFIELD,4064,Calico Jack Pin/Coc Rum,1.75L,36,12.99,2016-01-01
1_HARDERSFIELD_4066,1,HARDERSFIELD,4066,Bacardi Oakheart Spiced Rum,1.75L,19,17.99,2016-01-01
1_HARDERSFIELD_4075,1,HARDERSFIELD,4075,Bacardi Pineapple Fusion,1.75L,7,19.99,2016-01-01
1_HARDERSFIELD_4089,1,HARDERSFIELD,4089,Capt Morgan White,1.75L,13,20.99,2016-01-01
1_HARDERSFIELD_4091,1,HARDERSFIELD,4091,Mount Gay Black Barrel Rum,750mL,1,27.99,2016-01-01
1_HARDERSFIELD_4101,1,HARDERSFIELD,4101,Flipflop Silver Rum,750mL,6,11.99,2016-01-01
1_HARDERSFIELD_4103,1,HARDERSFIELD,4103,Capt Morgan White,750mL,19,14.99,2016-01-01
1_HARDERSFIELD_4105,1,HARDERSFIELD,4105,Patron XO Cafe Variety 3 Pak,50mL 3 Pk,30,6.99,2016-01-01
1_HARDERSFIELD_4113,1,HARDERSFIELD,4113,Capt Morgan White,50mL,30,0.99,2016-01-01
1_HARDERSFIELD_4121,1,HARDERSFIELD,4121,Tall Ship Appledore Rum,750mL,5,27.99,2016-01-01
1_HARDERSFIELD_4130,1,HARDERSFIELD,4130,Kraken Black Spiced Rum,375mL,0,8.99,2016-01-01
1_HARDERSFIELD_4131,1,HARDERSFIELD,4131,Sea Hagg Blueberry Rum,750mL,6,27.99,2016-01-01
1_HARDERSFIELD_4135,1,HARDERSFIELD,4135,Smirnoff Blueberry Vodka,50mL,122,0.99,2016-01-01
1_HARDERSFIELD_4141,1,HARDERSFIELD,4141,Wild Turkey American Honey,50mL,1,0.99,2016-01-01
1_HARDERSFIELD_4145,1,HARDERSFIELD,4145,Don Q Cristal Rum,1.75L,18,16.99,2016-01-01
1_HARDERSFIELD_4148,1,HARDERSFIELD,4148,Fattoria de Limone,750mL,12,17.99,2016-01-01
1_HARDERSFIELD_4149,1,HARDERSFIELD,4149,Sailor Jerry Spiced Navy Rum,50mL,100,1.49,2016-01-01
1_HARDERSFIELD_4152,1,HARDERSFIELD,4152,Jenkins Rum,750mL,0,4.99,2016-01-01
1_HARDERSFIELD_4153,1,HARDERSFIELD,4153,Jenkins Rum,1.75L,20,11.99,2016-01-01
1_HARDERSFIELD_4157,1,HARDERSFIELD,4157,Smirnoff Green Apple Vodka,50mL,85,0.99,2016-01-01
1_HARDERSFIELD_4160,1,HARDERSFIELD,4160,Bacardi Gran Reserva Maestro,750mL,1,19.99,2016-01-01
1_HARDERSFIELD_4174,1,HARDERSFIELD,4174,Kraken Black Spiced Rum,1.75L,21,29.99,2016-01-01
