inventoryid,store,city,brand,description,size,onhand,price,enddate
60_IRRAGIN_6448,60,IRRAGIN,6448,Dubonnet Rouge,750mL,6,10.49,2016-12-31
36_LEWES_3609,36,LEWES,3609,Smirnoff Vanilla Vodka,50mL,106,0.99,2016-12-31
40_BULLMAR_3679,40,BULLMAR,3679,Chopin Vodka,750mL,8,21.99,2016-12-31
50_MOUNTMEND_12123,50,MOUNTMEND,12123,Barefoot Cellars Rsl,750mL,22,4.99,2016-12-31
69_MOUNTMEND_12310,69,MOUNTMEND,12310,Napa Cellars Pnt Nr Napa,750mL,12,18.99,2016-12-31
55_DRY GULCH_2231,55,DRY GULCH,2231,Nikka Miyagikyo Single Malt,750mL,8,76.99,2016-12-31
49_GARIGILL_4366,49,GARIGILL,4366,Kraken Black Rum 70 Proof,750mL,3,17.99,2016-12-31
51_ABERDEEN_4241,51,ABERDEEN,4241,Capt Morgan Spiced Rum,50mL,185,1.99,2016-12-31
1_HARDERSFIELD_19583,1,HARDERSFIELD,19583,Lokoya Mt Veeder Cab Svgn,750mL,1,324.99,2016-12-31
26_KNIFE'S EDGE_5375,26,KNIFE'S EDGE,5375,Petrone Limoncello,750mL,4,19.99,2016-12-31
81_PEMBROKE_3161,81,PEMBROKE,3161,New Amsterdam Red Berry,750mL,115,10.99,2016-12-31
67_EANVERNESS_32648,67,EANVERNESS,32648,Beringer Classic Wh Znfdl,1.5L,34,7.99,2016-12-31
13_TARMSWORTH_3607,13,TARMSWORTH,3607,Smirnoff Citrus Vodka,50mL,101,0.99,2016-12-31
33_HORNSEY_3224,33,HORNSEY,3224,New Amsterdam Apple Vodka,50mL,82,0.99,2016-12-31
17_OLDHAM_4113,17,OLDHAM,4113,Capt Morgan White,50mL,120,0.99,2016-12-31
50_MOUNTMEND_23966,50,MOUNTMEND,23966,Nortico Alvarinho,750mL,15,13.99,2016-12-31
81_PEMBROKE_2925,81,PEMBROKE,2925,Penasco Plata Tequila,750mL,12,27.99,2016-12-31
74_PAENTMARWY_44922,74,PAENTMARWY,44922,Quinta do Crasto RSV Douro,750mL,0,36.99,2016-12-31
81_PEMBROKE_4359,81,PEMBROKE,4359,Mr Boston Light Rum,1.75L,25,9.99,2016-12-31
72_HARDERSFIELD_18027,72,HARDERSFIELD,18027,Banfi Rosa Regale,750mL,24,13.95,2016-12-31
73_DONCASTER_2757,73,DONCASTER,2757,Johnnie Walker Red Label,1.75L,568,28.99,2016-12-31
34_PITMERDEN_32648,34,PITMERDEN,32648,Beringer Classic Wh Znfdl,1.5L,65,7.99,2016-12-31
10_HORNSEY_882,10,HORNSEY,882,DeKuyper Hot Damn Cinnamon,Liter,1,12.99,2016-12-31
27_MOUNTMEND_5170,27,MOUNTMEND,5170,Dr McGillicuddy's Apple Pie,750mL,36,13.99,2016-12-31
55_DRY GULCH_16968,55,DRY GULCH,16968,Trentadue Znfdl Alex Vly,750mL,35,16.99,2016-12-31
