inventoryid,store,brand,productname,size,quantity,totalamount,unitprice,invoicedate,volume,classification,excisetax,vendorid,vendorname,size_ml
40_BULLMAR_5872,40,5872,Godiva Chocolate Liqueur,50mL,2,5.98,2.99,2016-01-26,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   ,50.0
77_TAMWORTH_1380,77,1380,Bulleit 95 Rye,1.75L,1,49.99,49.99,2016-01-30,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,1750.0
76_DONCASTER_19940,76,19940,Bogle Petite Sirah,750mL,2,27.98,13.99,2016-01-14,750,2,0.22,4425,MARTIGNETTI COMPANIES,750.0
76_DONCASTER_14393,76,14393,Ch Montaud Cotes de Prov Rse,750mL,2,23.98,11.99,2016-01-23,750,2,0.22,7153,PINE STATE TRADING CO      ,750.0
59_CLAETHORPES_18152,59,18152,Banfi Centine Mntcln Tscna,750mL,3,23.97,7.99,2016-01-26,750,2,0.34,516,BANFI PRODUCTS CORP        ,750.0
50_MOUNTMEND_4296,50,4296,Ronrico Silver Rum,1.75L,1,12.99,12.99,2016-01-23,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,1750.0
56_BEGGAR'S HOLE_7969,56,7969,Sandeman Founders RSV Port,750mL,1,14.99,14.99,2016-01-17,750,2,0.11,17035,PERNOD RICARD USA          ,750.0
69_MOUNTMEND_4219,69,4219,Commander Quincy's Rum Toddy,750mL,1,13.99,13.99,2016-01-22,750,1,0.79,7153,PINE STATE TRADING CO      ,750.0
13_TARMSWORTH_3614,13,3614,Finlandia Vodka,1.75L,3,68.97,22.99,2016-02-02,1750,1,5.51,1128,BROWN-FORMAN CORP          ,1750.0
55_DRY GULCH_5356,55,5356,Kahlua,375mL,1,9.99,9.99,2016-01-28,375,1,0.39,17035,PERNOD RICARD USA          ,375.0
19_WINTERVALE_15393,19,15393,Cupcake Pnt Grigio,750mL,4,31.96,7.99,2016-02-08,750,2,0.45,9815,WINE GROUP INC             ,750.0
76_DONCASTER_18568,76,18568,A by Acacia Unoaked Chard Ca,750mL,1,9.99,9.99,2016-01-23,750,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES,750.0
79_BALLYMENA_8368,79,8368,Bacardi Superior Rum,100mL,5,9.95,1.99,2016-01-18,100,1,0.52,480,BACARDI USA INC            ,100.0
6_GOULCREST_2517,6,2517,Balvenie 14 Yr Caribean Cask,750mL,1,67.99,67.99,2016-01-16,750,1,0.79,3664,WILLIAM GRANT & SONS INC   ,750.0
60_IRRAGIN_18856,60,18856,Barefoot Refresh Sweet White,750mL,1,5.99,5.99,2016-01-06,750,2,0.11,3252,E & J GALLO WINERY         ,750.0
2_ASHBORNE_3243,2,3243,Burnetts Vodka,1.75L,1,12.49,12.49,2016-01-16,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   ,1750.0
13_TARMSWORTH_661,13,661,Red Stag by Jim Beam,750mL,2,28.98,14.49,2016-02-14,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    ,750.0
66_EANVERNESS_2723,66,2723,J & B Rare,1.75L,1,29.99,29.99,2016-01-03,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,1750.0
34_PITMERDEN_3924,34,3924,Espolon Blanco Tequila,750mL,1,23.99,23.99,2016-01-01,750,1,0.79,11567,CAMPARI AMERICA            ,750.0
4_EANVERNESS_25036,4,25036,Albola Pinot Grigio,750mL,1,10.99,10.99,2016-01-04,750,2,0.11,4425,MARTIGNETTI COMPANIES,750.0
73_DONCASTER_2586,73,2586,Jameson Irish Whiskey,50mL,18,53.82,2.99,2016-01-28,50,1,0.94,17035,PERNOD RICARD USA          ,50.0
14_BROMWICH_3598,14,3598,Ice Pik Vodka,750mL,2,27.98,13.99,2016-02-27,750,1,1.57,8150,SEA HAGG DISTILLERY LLC    ,750.0
15_WANBORNE_2593,15,2593,James Oliver American Whisky,750mL,1,29.99,29.99,2016-02-12,750,1,0.79,5455,MARSALLE COMPANY           ,750.0
79_BALLYMENA_1384,79,1384,Bulleit 95 Rye,750mL,1,25.99,25.99,2016-01-26,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,750.0
74_PAENTMARWY_3689,74,3689,Stolichnaya Vanil,750mL,1,17.99,17.99,2016-01-16,750,1,0.79,8664,"STOLI GROUP,(USA) LLC      ",750.0
31_HORNSEY_3663,31,3663,Tarantula Azul Tequila,750mL,1,13.99,13.99,2016-01-23,750,1,0.79,5992,MCCORMICK DISTILLING CO    ,750.0
2_ASHBORNE_34904,2,34904,Smoking Loon Chard,750mL,3,29.97,9.99,2016-01-10,750,2,0.34,9552,M S WALKER INC             ,750.0
12_LEESIDE_38370,12,38370,Oyster Bay Svgn Bl Marlboro,750mL,2,25.98,12.99,2016-01-25,750,2,0.22,4425,MARTIGNETTI COMPANIES,750.0
2_ASHBORNE_11219,2,11219,Josh Cellars Cab Svgn Sonoma,750mL,2,29.98,14.99,2016-01-21,750,2,0.22,4425,MARTIGNETTI COMPANIES,750.0
35_HALIVAARA_3896,35,3896,Zhenka Vodka,375mL,1,3.29,3.29,2016-01-14,375,1,0.39,9552,M S WALKER INC             ,375.0
56_BEGGAR'S HOLE_19656,56,19656,Manifesto! Chard No Cst,750mL,1,8.99,8.99,2016-01-29,750,2,0.11,653,STATE WINE & SPIRITS   ,750.0
12_LEESIDE_4198,12,4198,Sailor Jerry Spiced Navy Rum,1.75L,1,24.99,24.99,2016-01-22,1750,1,1.84,3664,WILLIAM GRANT & SONS INC   ,1750.0
38_GOULCREST_18134,38,18134,Joel Gott Alakai Red,750mL,1,13.99,13.99,2016-01-08,750,2,0.11,8892,TRINCHERO FAMILY ESTATES   ,750.0
23_ARBINGTON_2794,23,2794,Bird Dog Bourbon,750mL,1,14.99,14.99,2016-01-14,750,1,0.79,9625,WESTERN SPIRITS BEVERAGE CO,750.0
69_MOUNTMEND_23293,69,23293,Ch Pavie Macquin St Emiln 11,750mL,10,819.9,81.99,2016-01-29,750,2,1.12,2000,SOUTHERN WINE & SPIRITS NE ,750.0
61_AETHELNEY_2183,61,2183,McClelland Highland Single,750mL,1,18.99,18.99,2016-01-28,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
23_ARBINGTON_2690,23,2690,Black Velvet Reserve,750mL,3,29.97,9.99,2016-01-20,750,1,2.36,1392,CONSTELLATION BRANDS INC   ,750.0
18_FURNESS_4227,18,4227,Bacardi Superior Rum Trav,1.75L,1,17.99,17.99,2016-02-18,1750,1,1.84,480,BACARDI USA INC            ,1750.0
56_BEGGAR'S HOLE_2757,56,2757,Johnnie Walker Red Label,1.75L,1,29.99,29.99,2016-01-23,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,1750.0
12_LEESIDE_36161,12,36161,Ch Ste Michelle Pnt Gris Was,750mL,1,8.99,8.99,2016-02-09,750,2,0.11,8673,STE MICHELLE WINE ESTATES  ,750.0
18_FURNESS_6854,18,6854,Carlo Rossi Burgundy Calif,4L,1,14.99,14.99,2016-02-02,4000,2,0.6,3252,E & J GALLO WINERY         ,4000.0
51_ABERDEEN_10874,51,10874,Cantine Maschio Prosecco Brt,750mL,1,10.99,10.99,2016-01-24,750,2,0.11,516,BANFI PRODUCTS CORP        ,750.0
25_CAERSHIRE_4089,25,4089,Capt Morgan White,1.75L,2,49.98,24.99,2016-01-25,1750,1,3.67,3960,DIAGEO NORTH AMERICA INC   ,1750.0
47_PELLA'S WISH_2114,47,2114,Black Velvet Canadian Whisky,1.75L,1,12.99,12.99,2016-01-24,1750,1,1.84,1392,CONSTELLATION BRANDS INC   ,1750.0
69_MOUNTMEND_8691,69,8691,Jose Cuervo Especial,750mL,1,16.99,16.99,2016-01-07,750,1,0.79,7245,PROXIMO SPIRITS INC.       ,750.0
34_PITMERDEN_4227,34,4227,Bacardi Superior Rum Trav,1.75L,5,89.95,17.99,2016-01-12,1750,1,9.19,480,BACARDI USA INC            ,1750.0
76_DONCASTER_24672,76,24672,Bolla Merlot,1.5L,1,12.99,12.99,2016-01-07,1500,2,0.22,516,BANFI PRODUCTS CORP        ,1500.0
28_LARNWICK_38546,28,38546,Mark West Pnt Nr Sonoma,750mL,2,19.98,9.99,2016-01-09,750,2,0.22,1392,CONSTELLATION BRANDS INC   ,750.0
33_HORNSEY_36770,33,36770,Yellow Tail Cab Svgn Ausl,1.5L,5,44.75,8.95,2016-01-03,1500,2,1.12,4425,MARTIGNETTI COMPANIES,1500.0
43_WOLFORD_6857,43,6857,Sutter Home Wh Znfdl,1.5L,2,15.9,7.95,2016-01-20,1500,2,0.45,8892,TRINCHERO FAMILY ESTATES   ,1500.0
6_GOULCREST_39654,6,39654,Sutter Home Pnt Grigio Cal,1.5L,2,19.98,9.99,2016-01-24,1500,2,0.45,8892,TRINCHERO FAMILY ESTATES   ,1500.0
66_EANVERNESS_12771,66,12771,Joel Gott Cab Svgn 815,750mL,7,97.93,13.99,2016-01-16,750,2,0.79,8892,TRINCHERO FAMILY ESTATES   ,750.0
7_STANMORE_4252,7,4252,Bacardi Limon Rum,50mL,2,1.98,0.99,2016-01-04,50,1,0.1,480,BACARDI USA INC            ,50.0
2_ASHBORNE_6319,2,6319,Santa Cristina Toscana,750mL,2,21.98,10.99,2016-01-03,750,2,0.22,8673,STE MICHELLE WINE ESTATES  ,750.0
39_EASTHALLOW_3221,39,3221,Pinnacle Raspberry Vodka,750mL,1,10.99,10.99,2016-01-06,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
74_PAENTMARWY_13709,74,13709,Jam Jar Sweet Shiraz,750mL,2,23.98,11.99,2016-01-22,750,2,0.22,9552,M S WALKER INC             ,750.0
7_STANMORE_11827,7,11827,Cupcake Merlot,750mL,1,8.49,8.49,2016-01-10,750,2,0.11,9815,WINE GROUP INC             ,750.0
10_HORNSEY_4198,10,4198,Sailor Jerry Spiced Navy Rum,1.75L,5,144.95,28.99,2016-02-04,1750,1,9.19,3664,WILLIAM GRANT & SONS INC   ,1750.0
14_BROMWICH_4296,14,4296,Ronrico Silver Rum,1.75L,1,12.99,12.99,2016-01-10,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,1750.0
15_WANBORNE_4391,15,4391,Matusalem Gran Reserva Rum,750mL,1,29.99,29.99,2016-01-15,750,1,0.79,7245,PROXIMO SPIRITS INC.       ,750.0
6_GOULCREST_20255,6,20255,Breca OV Garnacha Calatayud,750mL,1,13.99,13.99,2016-01-20,750,2,0.11,9552,M S WALKER INC             ,750.0
13_TARMSWORTH_3893,13,3893,Zhenka 80 Proof,1.75L,2,19.98,9.99,2016-01-09,1750,1,3.67,9552,M S WALKER INC             ,1750.0
40_BULLMAR_41713,40,41713,Fish Eye Merlot,750mL,1,4.99,4.99,2016-01-04,750,2,0.11,9815,WINE GROUP INC             ,750.0
77_TAMWORTH_3606,77,3606,Smirnoff Raspberry Vodka,50mL,8,7.92,0.99,2016-01-14,50,1,0.42,3960,DIAGEO NORTH AMERICA INC   ,50.0
34_PITMERDEN_45294,34,45294,C K Mondavi Willw Pnt Grigio,1.5L,1,10.99,10.99,2016-01-06,1500,2,0.22,2000,SOUTHERN WINE & SPIRITS NE ,1500.0
79_BALLYMENA_34870,79,34870,Arca Nova Vinho Verde,750mL,1,10.99,10.99,2016-01-30,750,2,0.11,10754,PERFECTA WINES             ,750.0
8_ALNERWICK_27735,8,27735,Bogle Cab Svgn Cal,750mL,2,27.98,13.99,2016-01-10,750,2,0.22,4425,MARTIGNETTI COMPANIES,750.0
72_HARDERSFIELD_3626,72,3626,Sauza Extra Gold Tequila,750mL,3,44.97,14.99,2016-01-26,750,1,2.36,12546,JIM BEAM BRANDS COMPANY    ,750.0
59_CLAETHORPES_1378,59,1378,Jim Beam,375mL,2,18.98,9.49,2016-01-19,375,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,375.0
45_VERITAS_4263,45,4263,Capt Morgan Silver Spicd Rum,750mL,1,16.99,16.99,2016-01-13,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,750.0
67_EANVERNESS_22171,67,22171,Lucienne Smith Vyd Pnt Nr,750mL,1,44.99,44.99,2016-01-30,750,2,0.11,7153,PINE STATE TRADING CO      ,750.0
35_HALIVAARA_889,35,889,DeKuyper Sour Apple Pucker,Liter,2,25.98,12.99,2016-01-08,1000,1,2.1,12546,JIM BEAM BRANDS COMPANY    ,
75_BARNCOMBE_2672,75,2672,Dewars White Label,50mL,3,6.87,2.29,2016-01-14,50,1,0.16,480,BACARDI USA INC            ,50.0
31_HORNSEY_3150,31,3150,Svedka Mango Pineapple Vodka,750mL,1,10.99,10.99,2016-01-07,750,1,0.79,1392,CONSTELLATION BRANDS INC   ,750.0
1_HARDERSFIELD_34825,1,34825,J Vineyards Pnt Gris,750mL,2,29.98,14.99,2016-02-10,750,2,0.22,3252,E & J GALLO WINERY         ,750.0
55_DRY GULCH_1233,55,1233,Jack Daniels No 7 Black,1.75L,6,215.94,35.99,2016-01-30,1750,1,11.02,1128,BROWN-FORMAN CORP          ,1750.0
50_MOUNTMEND_24788,50,24788,Gentleman's Collection Cab S,750mL,3,41.97,13.99,2016-01-29,750,2,0.34,4425,MARTIGNETTI COMPANIES,750.0
79_BALLYMENA_5776,79,5776,Malibu Black,1.75L,1,22.99,22.99,2016-01-29,1750,1,1.84,17035,PERNOD RICARD USA          ,1750.0
76_DONCASTER_3511,76,3511,New Amsterdam Vodka,750mL,1,9.99,9.99,2016-01-13,750,1,0.79,3252,E & J GALLO WINERY         ,750.0
59_CLAETHORPES_3050,59,3050,Bowman Vodka,1.75L,3,26.97,8.99,2016-01-29,1750,1,5.51,8004,SAZERAC CO INC             ,1750.0
47_PELLA'S WISH_4413,47,4413,Casamigos Blanco,50mL,1,1.99,1.99,2016-01-18,50,1,0.05,6213,MHW LTD                    ,50.0
27_MOUNTMEND_8171,27,8171,Leroux Blackberry Brandy,50mL,3,2.97,0.99,2016-01-28,50,1,0.16,12546,JIM BEAM BRANDS COMPANY    ,50.0
60_IRRAGIN_46458,60,46458,Layer Cake Barosa Shiraz,750mL,1,15.99,15.99,2016-01-06,750,2,0.11,4425,MARTIGNETTI COMPANIES,750.0
10_HORNSEY_3746,10,3746,Gordons Vodka 80 Proof,1.75L,2,25.98,12.99,2016-01-02,1750,1,3.67,3960,DIAGEO NORTH AMERICA INC   ,1750.0
12_LEESIDE_3243,12,3243,Burnetts Vodka,1.75L,1,10.49,10.49,2016-02-21,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   ,1750.0
51_ABERDEEN_8066,51,8066,DeKuyper Triple Sec,1.75L,1,8.99,8.99,2016-01-05,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,1750.0
15_WANBORNE_3268,15,3268,Pinnacle CranApple Vodka,750mL,1,9.99,9.99,2016-02-17,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
69_MOUNTMEND_40337,69,40337,Da Vinci Chianti Tuscany,750mL,5,52.45,10.49,2016-01-31,750,2,0.56,3252,E & J GALLO WINERY         ,750.0
7_STANMORE_13258,7,13258,ChocoVine,750mL,1,12.99,12.99,2016-01-11,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
1_HARDERSFIELD_2788,1,2788,Laphroaig 10 Yr Single Malt,750mL,1,44.99,44.99,2016-01-21,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
66_EANVERNESS_3397,66,3397,Ciroc Red Berry Vodka,750mL,1,28.99,28.99,2016-01-28,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,750.0
41_LARNWICK_8068,41,8068,Absolut 80 Proof,1.75L,13,337.87,25.99,2016-01-23,1750,1,23.89,17035,PERNOD RICARD USA          ,1750.0
56_BEGGAR'S HOLE_46447,56,46447,Gascon Malbec Mendoza,750mL,6,71.94,11.99,2016-01-29,750,2,0.68,3252,E & J GALLO WINERY         ,750.0
44_PORTHCRAWL_8910,44,8910,Finlandia Vodka,50mL,5,4.95,0.99,2016-01-09,50,1,0.26,1128,BROWN-FORMAN CORP          ,50.0
71_CLARCTON_7221,71,7221,M & R Sweet Vermouth,1.5L,1,10.49,10.49,2016-01-04,1500,2,0.22,480,BACARDI USA INC            ,1500.0
73_DONCASTER_35471,73,35471,R M Woodbridge Pnt Grigio,750mL,1,7.99,7.99,2016-01-26,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,750.0
25_CAERSHIRE_34439,25,34439,Toad Hollow Mendocino Chard,750mL,1,13.99,13.99,2016-01-05,750,2,0.11,9552,M S WALKER INC             ,750.0
15_WANBORNE_8474,15,8474,1800 Reposado Gold Tequila,1.75L,1,32.99,32.99,2016-02-18,1750,1,1.84,7245,PROXIMO SPIRITS INC.       ,1750.0
11_CARDEND_36850,11,36850,Frey Svgn Bl Organic Mendcno,750mL,1,13.99,13.99,2016-01-12,750,2,0.11,10754,PERFECTA WINES             ,750.0
31_HORNSEY_2436,31,2436,Crown Royal,375mL,2,29.98,14.99,2016-01-12,375,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,375.0
11_CARDEND_16610,11,16610,Leese-Fitch Cab Svgn,750mL,1,10.99,10.99,2016-01-28,750,2,0.11,653,STATE WINE & SPIRITS   ,750.0
6_GOULCREST_23279,6,23279,Turnbull Syrah 11,750mL,1,24.99,24.99,2016-01-29,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE ,750.0
69_MOUNTMEND_40545,69,40545,Whitehaven Svgn Bl Marlboro,750mL,1,14.99,14.99,2016-01-22,750,2,0.11,3252,E & J GALLO WINERY         ,750.0
2_ASHBORNE_3246,2,3246,Bentley's Vodka,1.75L,2,17.58,8.79,2016-01-02,1750,1,3.67,8004,SAZERAC CO INC             ,1750.0
15_WANBORNE_29649,15,29649,St Hilaire Blanc de Blancs,750mL,1,16.99,16.99,2016-02-07,750,2,0.11,9552,M S WALKER INC             ,750.0
56_BEGGAR'S HOLE_4363,56,4363,Capt Morgan Black Spiced Rum,1.75L,1,32.99,32.99,2016-01-16,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,1750.0
22_SHARNWICK_24188,22,24188,St Francis Cab Svgn Sonoma,750mL,5,84.95,16.99,2016-01-16,750,2,0.56,4692,KOBRAND CORPORATION        ,750.0
38_GOULCREST_20475,38,20475,Hayes Valley Cab Svgn CC,750mL,2,19.98,9.99,2016-01-29,750,2,0.22,653,STATE WINE & SPIRITS   ,750.0
40_BULLMAR_4385,40,4385,Parrot Bay 90 Coconut Capt,1.75L,1,24.99,24.99,2016-01-15,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,1750.0
74_PAENTMARWY_6266,74,6266,Gallo Fairbanks Sherry,1.5L,1,7.79,7.79,2016-01-23,1500,2,0.22,3252,E & J GALLO WINERY         ,1500.0
66_EANVERNESS_3687,66,3687,Fleischmanns Royal Traveler,750mL,1,5.99,5.99,2016-01-07,750,1,0.79,660,SAZERAC NORTH AMERICA INC. ,750.0
60_IRRAGIN_35959,60,35959,Stags Leap Winery Cab Svgn,750mL,3,149.97,49.99,2016-01-03,750,2,0.34,9819,TREASURY WINE ESTATES      ,750.0
42_BLACK HOLLOW_2663,42,2663,Dewars White Label,1.75L,1,39.99,39.99,2016-01-11,1750,1,1.84,480,BACARDI USA INC            ,1750.0
1_HARDERSFIELD_38181,1,38181,Rex Goliath Pnt Nr,750mL,2,11.98,5.99,2016-01-23,750,2,0.22,1392,CONSTELLATION BRANDS INC   ,750.0
66_EANVERNESS_36380,66,36380,Sebastiani Znfdl Sonoma Cnty,750mL,3,29.97,9.99,2016-01-04,750,2,0.34,4425,MARTIGNETTI COMPANIES,750.0
58_HARTLEPOOL_3889,58,3889,Wolfschmidt Vodka Plastic,750mL,1,6.49,6.49,2016-01-05,750,1,0.79,8352,LUXCO INC                  ,750.0
73_DONCASTER_8622,73,8622,Dom Perignon,750mL,1,145.99,145.99,2016-01-19,750,2,0.11,8112,MOET HENNESSY USA INC      ,750.0
11_CARDEND_37312,11,37312,Salmon Run NY Pnt Nr,750mL,1,13.99,13.99,2016-02-11,750,2,0.11,10754,PERFECTA WINES             ,750.0
62_KILMARNOCK_41713,62,41713,Fish Eye Merlot,750mL,1,4.99,4.99,2016-01-28,750,2,0.11,9815,WINE GROUP INC             ,750.0
44_PORTHCRAWL_1595,44,1595,Gentleman Jack,375mL,1,15.99,15.99,2016-01-21,375,1,0.39,1128,BROWN-FORMAN CORP          ,375.0
69_MOUNTMEND_43872,69,43872,Joseph Carr Cab Svgn Napa,750mL,5,99.95,19.99,2016-01-14,750,2,0.56,4425,MARTIGNETTI COMPANIES,750.0
73_DONCASTER_1734,73,1734,Duggans Dew O Kirkintilloch,1.75L,12,275.88,22.99,2016-01-29,1750,1,22.05,2496,DUGGANS DISTILLED PRODUCTS ,1750.0
50_MOUNTMEND_44337,50,44337,Irony Cab Svgn,750mL,1,12.99,12.99,2016-01-08,750,2,0.11,2242,DELICATO VINEYARDS INC     ,750.0
55_DRY GULCH_35670,55,35670,Redwood Creek Svgn Bl Cal,1.5L,1,10.99,10.99,2016-01-16,1500,2,0.22,3252,E & J GALLO WINERY         ,1500.0
69_MOUNTMEND_3625,69,3625,Absolut 80 Proof,750mL,5,89.95,17.99,2016-01-31,750,1,3.94,17035,PERNOD RICARD USA          ,750.0
68_SOLARIS_14706,68,14706,Cupcake Prosecco,750mL,12,125.88,10.49,2016-01-27,750,2,1.35,9815,WINE GROUP INC             ,750.0
30_CULCHETH_1883,30,1883,Seagrams 7 Crown,1.75L,1,17.99,17.99,2016-01-18,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,1750.0
15_WANBORNE_854,15,854,Seagrams VO Canadian Whiskey,Liter,2,31.98,15.99,2016-02-25,1000,1,2.1,3960,DIAGEO NORTH AMERICA INC   ,
52_GRAYCOTT_3687,52,3687,Fleischmanns Royal Traveler,750mL,1,5.99,5.99,2016-01-05,750,1,0.79,660,SAZERAC NORTH AMERICA INC. ,750.0
15_WANBORNE_3104,15,3104,Smirnoff Whipped Cream,750mL,2,25.98,12.99,2016-01-18,750,1,1.57,3960,DIAGEO NORTH AMERICA INC   ,750.0
24_PALPERROTH_5694,24,5694,Ice Box Mudslide,1.75L,1,9.99,9.99,2016-01-02,1750,1,1.84,8004,SAZERAC CO INC             ,1750.0
77_TAMWORTH_4932,77,4932,Arrow Ginger Brandy,750mL,1,5.99,5.99,2016-01-29,750,1,0.79,8352,LUXCO INC                  ,750.0
4_EANVERNESS_27807,4,27807,Night Harvest Chard,750mL,1,4.99,4.99,2016-01-31,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,750.0
55_DRY GULCH_3997,55,3997,Hornitos Plata Tequila,750mL,1,19.99,19.99,2016-01-22,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
34_PITMERDEN_23973,34,23973,Catena RSV Cab Svgn,750mL,2,33.98,16.99,2016-01-09,750,2,0.22,9552,M S WALKER INC             ,750.0
21_BALERNO_5128,21,5128,Carolans Irish Cream,750mL,1,13.49,13.49,2016-01-20,750,1,0.79,11567,CAMPARI AMERICA            ,750.0
15_WANBORNE_2783,15,2783,Lauders Scotch,1.75L,2,32.98,16.49,2016-01-08,1750,1,3.67,660,SAZERAC NORTH AMERICA INC. ,1750.0
78_EASTHAVEN_4066,78,4066,Bacardi Oakheart Spiced Rum,1.75L,1,18.99,18.99,2016-01-30,1750,1,1.84,480,BACARDI USA INC            ,1750.0
15_WANBORNE_3502,15,3502,Pinnacle Vodka,750mL,1,12.99,12.99,2016-02-26,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
11_CARDEND_23143,11,23143,Bogle Chard,750mL,2,19.98,9.99,2016-02-06,750,2,0.22,4425,MARTIGNETTI COMPANIES,750.0
11_CARDEND_46021,11,46021,Spellbound Cab Svgn Cal,750mL,1,13.99,13.99,2016-01-13,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
23_ARBINGTON_13489,23,13489,Don Miguel Gascon Malbec Rsv,750mL,4,75.96,18.99,2016-01-15,750,2,0.45,3252,E & J GALLO WINERY         ,750.0
21_BALERNO_12520,21,12520,Pavao Vinho Verde Adegas Wh,750mL,2,15.98,7.99,2016-01-10,750,2,0.22,9552,M S WALKER INC             ,750.0
76_DONCASTER_2589,76,2589,Jameson Irish Whiskey,1.75L,1,41.99,41.99,2016-01-06,1750,1,1.84,17035,PERNOD RICARD USA          ,1750.0
21_BALERNO_2704,21,2704,Serpent's Bite Cider Whiskey,50mL,1,0.99,0.99,2016-01-17,50,1,0.05,1392,CONSTELLATION BRANDS INC   ,50.0
66_EANVERNESS_3870,66,3870,Montelobos Mezcal,750mL,1,36.99,36.99,2016-01-08,750,1,0.79,3664,WILLIAM GRANT & SONS INC   ,750.0
73_DONCASTER_18013,73,18013,Cecchi Sangiovese,750mL,14,97.86,6.99,2016-01-10,750,2,1.57,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
51_ABERDEEN_3726,51,3726,Gilbeys Vodka Traveler,750mL,6,29.94,4.99,2016-01-15,750,1,4.72,12546,JIM BEAM BRANDS COMPANY    ,750.0
1_HARDERSFIELD_22758,1,22758,Copain Tous Ensemble 12 Chrd,750mL,2,31.98,15.99,2016-02-12,750,2,0.22,4425,MARTIGNETTI COMPANIES,750.0
2_ASHBORNE_13792,2,13792,The Wolftrap Syrah Vio Mourv,750mL,1,8.99,8.99,2016-01-06,750,2,0.11,1587,VINEYARD BRANDS INC        ,750.0
10_HORNSEY_6483,10,6483,Fetzer Wh Znfdl Cal,750mL,2,17.98,8.99,2016-01-22,750,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
67_EANVERNESS_4478,67,4478,Myers Original Dark Rum,750mL,1,17.99,17.99,2016-01-04,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,750.0
1_HARDERSFIELD_3597,1,3597,UV Sangria Vodka,750mL,1,8.99,8.99,2016-01-01,750,1,0.79,9206,PHILLIPS PRODUCTS CO.      ,750.0
32_MOUNTMEND_4066,32,4066,Bacardi Oakheart Spiced Rum,1.75L,1,18.99,18.99,2016-01-14,1750,1,1.84,480,BACARDI USA INC            ,1750.0
46_TYWARDREATH_29212,46,29212,R Mondavi Merlot Pvt Sel,750mL,1,8.99,8.99,2016-01-30,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,750.0
30_CULCHETH_7261,30,7261,Gallo X Dry Vermouth,750mL,1,5.49,5.49,2016-01-30,750,2,0.11,3252,E & J GALLO WINERY         ,750.0
10_HORNSEY_16695,10,16695,Ch Hyot Brdx Castillon,750mL,1,14.99,14.99,2016-01-23,750,2,0.11,4425,MARTIGNETTI COMPANIES,750.0
12_LEESIDE_23895,12,23895,Lindemans Bin 50 Shiraz,750mL,2,15.98,7.99,2016-01-29,750,2,0.22,4425,MARTIGNETTI COMPANIES,750.0
69_MOUNTMEND_567,69,567,Ketel One Vodka,Liter,4,115.96,28.99,2016-01-01,1000,1,4.2,3960,DIAGEO NORTH AMERICA INC   ,
17_OLDHAM_8619,17,8619,Canadian Club,375mL,1,5.99,5.99,2016-01-22,375,1,0.39,12546,JIM BEAM BRANDS COMPANY    ,375.0
30_CULCHETH_3766,30,3766,Three Olives Grape Vodka,750mL,2,25.98,12.99,2016-01-13,750,1,1.57,7245,PROXIMO SPIRITS INC.       ,750.0
60_IRRAGIN_3354,60,3354,Ketel One Vodka,375mL,2,29.98,14.99,2016-01-23,375,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,375.0
1_HARDERSFIELD_8654,1,8654,M & R Sweet Vermouth,375mL,4,21.16,5.29,2016-02-20,375,2,0.22,480,BACARDI USA INC            ,375.0
